cell_id,q_combo,q_case,q_run,q_recall,q_precision,q_f1,q_hits,q_gold_size,q_submitted,q_false_positives,q_trap_inclusion_count,q_hallucination_raw_count,q_m3w_kotlin_recall,q_m3w_rust_recall,q_m2_test_tail_hits,q_m2_test_tail_total,q_tool_calls_count,q_adjudication_count,m_cell_id,m_transcript_path,m_model,m_model_ok,m_advisor_present,m_output_tokens,m_cache_read_tokens,m_cache_creation_tokens,m_cache_creation_5m_tokens,m_cache_creation_1h_tokens,m_tool_calls,m_wall_clock_sec,m_wall_clock_trustworthy,m_isolation_violation,m_isolation_detail,m_requestid_missing,use_zoekt,use_sg,use_serena,use_rg,use_read,use_bash,use_glob,use_grep,use_find,use_zoekt_index,use_evals_ref,use_opus_gen,use_advisor_tu,use_forbidden_path,required_tool_ok,required_tool_note
C5xM2xr1,C5,M2,r1,0.375,1.0,0.5454545454545454,3,8,3,0,0,0,,,0,3,12,0,C5xM2xr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-aa09f72fc24b4dd2f.jsonl,claude-sonnet-4-6,True,True,2406,464443,28632,28632,0,19,97.29,True,False,,False,0,0,12,0,3,0,0,0,0,0,0,0,0,0,True,
C5xM2xr2,C5,M2,r2,0.75,1.0,0.8571428571428571,6,8,6,0,0,0,,,0,3,10,0,C5xM2xr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a14c67a789a5f0a13.jsonl,claude-sonnet-4-6,True,True,4058,522095,21000,21000,0,20,103.60,True,False,,False,0,0,12,0,4,0,0,0,0,0,0,0,0,0,True,
C5xM2xr3,C5,M2,r3,0.75,1.0,0.8571428571428571,6,8,6,0,0,0,,,0,3,12,0,C5xM2xr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-aca96eeecca36c7d7.jsonl,claude-sonnet-4-6,True,True,2085,466605,16564,16564,0,20,103.28,True,False,,False,0,0,12,0,4,0,0,0,0,0,0,0,0,0,True,
C5xM3-Lxr1,C5,M3-L,r1,1.0,1.0,1.0,29,29,29,0,0,0,,,0,0,18,0,C5xM3-Lxr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-aeab635c846a882d5.jsonl,claude-sonnet-4-6,True,True,6317,511638,27884,27884,0,31,112.40,True,False,,False,0,0,2,0,25,0,0,0,0,0,0,0,0,0,True,
C5xM3-Lxr2,C5,M3-L,r2,1.0,1.0,1.0,29,29,29,0,0,0,,,0,0,14,0,C5xM3-Lxr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-aca5093901e66cc13.jsonl,claude-sonnet-4-6,True,True,6622,538102,15275,15275,0,30,117.15,True,False,,False,0,0,2,0,24,0,0,0,0,0,0,0,0,0,True,
C5xM3-Lxr3,C5,M3-L,r3,1.0,0.9354838709677419,0.9666666666666666,29,29,31,2,0,2,,,0,0,9,8,C5xM3-Lxr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-aa6087f6da2fd6a4e.jsonl,claude-sonnet-4-6,True,True,1942,282898,19037,19037,0,16,84.76,True,False,,False,0,0,2,0,12,0,0,0,0,0,0,0,0,0,True,
C5xM3-Wxr1,C5,M3-W,r1,1.0,0.6666666666666666,0.8,8,8,12,4,0,4,1.0,1.0,0,0,9,0,C5xM3-Wxr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-adff4aeacf518aa2e.jsonl,claude-sonnet-4-6,True,True,2776,240245,22452,22452,0,15,57.45,True,False,,False,0,0,4,0,3,1,0,0,0,0,0,0,0,0,False,필요: bash=0위반
C5xM3-Wxr2,C5,M3-W,r2,1.0,0.7272727272727273,0.8421052631578948,8,8,11,3,2,1,1.0,1.0,0,0,16,0,C5xM3-Wxr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-abe93eb2a7d50080a.jsonl,claude-sonnet-4-6,True,True,4242,517579,23844,23844,0,24,97.17,True,False,,False,0,0,11,0,4,0,0,0,0,0,0,0,0,0,True,
C5xM3-Wxr3,C5,M3-W,r3,1.0,0.6666666666666666,0.8,8,8,12,4,0,4,1.0,1.0,0,0,12,0,C5xM3-Wxr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-ac382ff755558534e.jsonl,claude-sonnet-4-6,True,True,3153,277503,11619,11619,0,19,66.62,True,False,,False,0,0,9,0,4,0,0,0,0,0,0,0,0,0,True,
C6xM1xr1,C6,M1,r1,1.0,1.0,1.0,33,33,33,0,0,0,,,0,0,2,0,C6xM1xr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a75dad59ba07e2876.jsonl,claude-sonnet-4-6,True,True,4155,44318,13300,13300,0,3,48.64,True,False,,False,0,0,0,0,1,1,0,1,0,0,0,0,0,0,True,
C6xM1xr2,C6,M1,r2,1.0,1.0,1.0,33,33,33,0,0,0,,,0,0,5,0,C6xM1xr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-ae15a646ba2ae1712.jsonl,claude-sonnet-4-6,True,True,3428,88290,15187,15187,0,5,61.17,True,False,,False,0,0,0,0,3,1,0,1,0,0,0,0,0,0,True,
C6xM1xr3,C6,M1,r3,1.0,1.0,1.0,33,33,33,0,0,0,,,0,0,3,0,C6xM1xr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a5dfdb3581ea5bd91.jsonl,claude-sonnet-4-6,True,True,1513,109938,16457,16457,0,9,73.89,True,False,,False,0,0,0,0,1,7,0,6,0,0,0,0,0,0,True,
C6xM2xr1,C6,M2,r1,1.0,1.0,1.0,8,8,8,0,0,0,,,0,3,11,0,C6xM2xr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a3f217a5ba84121ff.jsonl,claude-sonnet-4-6,True,True,2111,236857,25861,25861,0,13,65.51,True,False,,False,0,0,0,0,6,6,0,5,1,0,0,0,0,0,True,
C6xM2xr2,C6,M2,r2,0.375,1.0,0.5454545454545454,3,8,3,0,0,0,,,0,3,7,0,C6xM2xr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-ac946dd1235f5a5be.jsonl,claude-sonnet-4-6,True,True,2921,326521,21749,21749,0,17,91.54,True,False,,False,0,0,0,0,7,9,0,9,1,0,0,0,0,0,True,
C6xM2xr3,C6,M2,r3,0.875,1.0,0.9333333333333333,7,8,7,0,0,0,,,0,3,10,0,C6xM2xr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a6f5ae4b7bdece770.jsonl,claude-sonnet-4-6,True,True,3363,431409,27944,27944,0,19,113.61,True,False,,False,0,0,0,0,7,11,0,13,0,0,0,0,0,0,True,
C6xM3-Lxr1,C6,M3-L,r1,1.0,1.0,1.0,29,29,29,0,0,0,,,0,0,3,0,C6xM3-Lxr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a7a597c46d5874fa6.jsonl,claude-sonnet-4-6,True,True,3614,65380,15528,15528,0,4,49.11,True,False,,False,0,0,0,0,1,2,0,5,0,0,0,0,0,0,True,
C6xM3-Lxr2,C6,M3-L,r2,0.9655172413793104,1.0,0.9824561403508771,28,29,28,0,0,0,,,0,0,1,0,C6xM3-Lxr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a749761c58a652402.jsonl,claude-sonnet-4-6,True,True,3156,32304,3310,3310,0,2,36.56,True,False,,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,
C6xM3-Lxr3,C6,M3-L,r3,1.0,1.0,1.0,29,29,29,0,0,0,,,0,0,3,0,C6xM3-Lxr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-ac4a87e99c16922b5.jsonl,claude-sonnet-4-6,True,True,3534,71491,4829,4829,0,4,42.98,True,False,,False,0,0,0,0,1,2,0,3,0,0,0,0,0,0,True,
C6xM3-Wxr1,C6,M3-W,r1,1.0,1.0,1.0,8,8,8,0,0,0,1.0,1.0,0,0,4,0,C6xM3-Wxr1,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a0e643a7f9fed773c.jsonl,claude-sonnet-4-6,True,True,1528,44512,14471,14471,0,5,25.60,True,False,,False,0,0,0,0,2,2,0,2,0,0,0,0,0,0,True,
C6xM3-Wxr2,C6,M3-W,r2,1.0,0.7272727272727273,0.8421052631578948,8,8,11,3,2,1,1.0,1.0,0,0,4,0,C6xM3-Wxr2,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-af74afa2b81fa7e2a.jsonl,claude-sonnet-4-6,True,True,525,43314,14599,14599,0,5,27.51,True,False,,False,0,0,0,0,2,2,0,2,0,0,0,0,0,0,True,
C6xM3-Wxr3,C6,M3-W,r3,1.0,0.6666666666666666,0.8,8,8,12,4,0,4,1.0,1.0,0,0,4,0,C6xM3-Wxr3,/Users/buyonglee/.claude/projects/-Users-buyonglee-Documents-work-private-intellij-json-helper2/8f4178c2-40a2-48ad-bd4b-e280643abe4b/subagents/workflows/wf_3a30b864-737/agent-a15bcee8499125b0e.jsonl,claude-sonnet-4-6,True,True,1709,71416,18373,18373,0,6,34.04,True,False,,False,0,0,0,0,3,2,0,2,0,0,0,0,0,0,True,
